sensor_id,machine_id,value,unit,is_anomaly,threshold_exceeded,recorded_at
SN136,M036,58.1709,%,False,False,2024-05-04T03:33:24
SN021,M021,1193.0198,RPM,False,False,2024-07-02T17:25:42
SN015,M015,5.9443,bar,False,False,2024-03-14T03:30:25
SN038,M038,33.5475,A,False,False,2024-03-29T05:40:38
SN009,M009,503.4171,RPM,False,False,2024-09-22T09:47:17
SN068,M018,5.4907,bar,False,False,2024-05-09T20:09:46
SN085,M035,6.5383,mm/s,False,False,2024-02-25T09:54:57
SN009,M009,2440.1529,RPM,False,False,2024-09-10T09:14:00
SN017,M017,3.4745,mm/s,False,False,2024-07-14T21:34:29
SN009,M009,280.7998,RPM,False,False,2024-08-23T15:42:31
SN057,M007,18.5892,A,False,False,2024-05-21T18:16:37
SN064,M014,4.7498,mm/s,False,False,2024-10-23T16:33:27
SN061,M011,101.7773,%,True,True,2024-10-26T21:51:17
SN095,M045,9.1916,A,False,False,2024-09-29T01:39:59
SN014,M014,12.0852,bar,True,True,2024-12-15T09:53:19
SN073,M023,36.6258,A,False,False,2024-04-12T08:26:07
SN060,M010,5.1183,mm/s,False,False,2024-09-05T11:15:06
SN038,M038,21.965,A,False,False,2024-11-17T17:45:15
SN070,M020,317.2595,RPM,False,False,2024-03-12T10:24:33
SN088,M038,73.0848,°C,False,False,2024-03-06T20:56:41
SN142,M042,2378.8216,RPM,False,False,2024-03-27T23:35:46
SN055,M005,6.3345,bar,False,False,2024-08-07T13:53:12
SN121,M021,1829.5398,RPM,False,False,2024-11-24T21:12:45
SN139,M039,52.1481,°C,False,False,2024-06-25T07:42:39
SN097,M047,17.8113,A,False,False,2024-05-17T17:10:01
SN025,M025,2107.5656,RPM,False,False,2024-09-24T17:52:50
SN145,M045,8.7036,mm/s,False,False,2024-01-27T20:53:30
SN015,M015,7.1294,bar,False,False,2024-12-12T14:30:58
SN022,M022,1728.7405,RPM,False,False,2024-07-31T21:33:33
SN049,M049,30.8969,A,False,False,2024-07-08T13:39:53
SN055,M005,4.1942,bar,False,False,2024-09-06T22:37:47
SN128,M028,3475.4891,RPM,True,True,2024-11-13T03:27:47
SN066,M016,123.0071,RPM,False,False,2024-05-16T01:49:47
SN076,M026,72.8594,°C,False,False,2024-11-17T13:50:32
SN039,M039,40.2935,°C,False,False,2024-03-19T16:39:56
SN095,M045,31.5375,A,False,False,2024-11-27T01:48:01
SN098,M048,0.3186,A,False,False,2024-04-11T08:19:15
SN101,M001,20.7503,°C,False,False,2024-07-27T22:22:49
SN083,M033,7.4391,mm/s,False,False,2024-10-07T02:25:38
SN047,M047,6.623,mm/s,False,False,2024-11-13T23:32:34
SN041,M041,66.1753,°C,False,False,2024-12-28T01:52:15
SN099,M049,73.6499,%,False,False,2024-01-26T04:29:28
SN032,M032,51.1364,°C,False,False,2024-12-01T23:25:59
SN006,M006,75.2102,RPM,False,False,2024-08-23T11:43:17
SN057,M007,0.1533,A,False,False,2024-09-09T04:24:33
SN018,M018,40.1051,A,False,False,2024-01-02T08:30:43
SN143,M043,22.1993,A,False,False,2024-01-20T00:36:43
SN051,M001,52.7234,%,False,False,2024-06-06T18:12:38
SN044,M044,982.4684,RPM,False,False,2024-11-23T18:43:55
SN135,M035,70.0143,°C,False,False,2024-11-26T13:10:24
SN127,M027,0.9647,mm/s,False,False,2024-09-17T14:24:08
SN119,M019,4.2784,bar,False,False,2024-02-20T06:29:18
SN026,M026,15.9529,A,False,False,2024-09-08T10:56:48
SN103,M003,80.2885,RPM,False,False,2024-07-09T15:07:11
SN116,M016,40.8247,%,False,False,2024-08-18T22:19:01
SN093,M043,37.9125,A,False,False,2024-09-23T08:33:16
SN029,M029,73.542,%,False,False,2024-02-27T23:32:35
SN010,M010,73.445,%,False,False,2024-11-23T21:27:23
SN031,M031,17.4988,A,False,False,2024-04-03T06:26:09
SN146,M046,63.4197,%,False,False,2024-11-05T13:19:46
SN073,M023,37.1657,A,False,False,2024-08-24T19:51:16
SN045,M045,1.414,bar,False,False,2024-05-18T14:46:36
SN028,M028,68.929,%,False,False,2024-12-07T11:29:24
SN135,M035,48.7277,°C,False,False,2024-05-21T00:23:39
SN139,M039,27.9411,°C,False,False,2024-02-13T21:17:20
SN126,M026,747.0997,RPM,False,False,2024-06-23T11:32:34
SN073,M023,28.8426,A,False,False,2024-05-25T04:13:00
SN086,M036,40.1016,%,False,False,2024-07-27T13:38:26
SN061,M011,59.5889,%,False,False,2024-08-17T05:34:20
SN121,M021,505.7147,RPM,False,False,2024-02-26T03:43:33
SN010,M010,60.062,%,False,False,2024-01-24T21:59:09
SN098,M048,20.2248,A,False,False,2024-08-12T10:41:49
SN032,M032,69.1987,°C,False,False,2024-02-13T11:19:06
SN148,M048,47.525,%,False,False,2024-08-15T07:05:39
SN148,M048,44.2062,%,False,False,2024-09-20T09:41:26
SN010,M010,24.9978,%,False,False,2024-10-23T23:06:19
SN143,M043,10.2956,A,False,False,2024-05-04T15:20:49
SN101,M001,51.3227,°C,False,False,2024-10-13T15:03:57
SN123,M023,11.1825,A,False,False,2024-11-23T10:17:10
SN085,M035,7.8608,mm/s,False,False,2024-01-21T16:26:59
SN035,M035,13.1464,A,False,False,2024-08-01T03:45:05
SN126,M026,1436.9153,RPM,False,False,2024-02-14T04:05:59
SN048,M048,44.4963,°C,False,False,2024-11-27T20:27:28
SN051,M001,44.1295,%,False,False,2024-06-24T13:28:57
SN060,M010,1.8833,mm/s,False,False,2024-02-19T12:42:34
SN036,M036,3.9284,A,False,False,2024-09-07T09:52:12
SN118,M018,3.8264,mm/s,False,False,2024-12-28T05:24:39
SN003,M003,1617.8254,RPM,False,False,2024-04-17T12:55:22
SN113,M013,8.6416,mm/s,False,False,2024-09-08T19:16:13
SN015,M015,9.2062,bar,False,False,2024-09-26T00:38:53
SN127,M027,8.9031,mm/s,False,False,2024-08-06T11:17:21
SN021,M021,580.944,RPM,False,False,2024-12-21T04:57:13
SN033,M033,2.4132,mm/s,False,False,2024-09-05T20:07:14
SN082,M032,3.1049,bar,False,False,2024-12-25T05:33:16
SN020,M020,15.6952,A,False,False,2024-05-16T14:15:11
SN009,M009,401.0592,RPM,False,False,2024-06-27T10:10:20
SN041,M041,36.5042,°C,False,False,2024-01-14T10:51:46
SN049,M049,33.3369,A,False,False,2024-05-24T22:06:07
SN116,M016,84.9636,%,False,False,2024-03-13T09:52:14
SN066,M016,1643.361,RPM,False,False,2024-06-07T00:55:28
SN138,M038,70.2271,°C,False,False,2024-06-27T21:12:49
SN002,M002,55.1805,%,False,False,2024-05-06T00:40:52
SN005,M005,36.0533,A,False,False,2024-03-29T11:31:20
SN149,M049,36.5596,°C,False,False,2024-11-07T09:55:40
SN028,M028,66.9539,%,False,False,2024-01-07T01:47:21
SN077,M027,23.1223,A,False,False,2024-10-17T18:08:28
SN122,M022,9.1652,A,False,False,2024-04-18T02:55:25
SN150,M050,10.4974,mm/s,False,False,2024-01-01T13:01:10
SN028,M028,72.3801,%,False,False,2024-07-15T02:17:17
SN140,M040,57.3584,°C,False,False,2024-08-25T09:41:17
SN030,M030,1.7741,mm/s,False,False,2024-11-25T03:29:02
SN063,M013,83.6091,%,False,False,2024-05-04T15:33:34
SN054,M004,7.7709,bar,False,False,2024-12-10T18:19:36
SN020,M020,15.4352,A,False,False,2024-07-12T23:31:58
SN010,M010,39.6217,%,False,False,2024-05-23T11:20:57
SN102,M002,4.3942,A,False,False,2024-11-21T02:29:14
SN106,M006,8.9307,bar,False,False,2024-09-23T20:23:11
SN042,M042,38.3397,°C,False,False,2024-12-31T08:57:40
SN086,M036,38.591,%,False,False,2024-03-04T04:09:38
SN001,M001,78.4119,°C,False,False,2024-11-18T13:05:26
SN060,M010,2.8575,mm/s,False,False,2024-05-31T05:20:32
SN044,M044,712.3819,RPM,False,False,2024-04-20T11:38:46
SN002,M002,76.3363,%,False,False,2024-10-18T13:29:23
SN114,M014,39.3293,%,False,False,2024-04-17T06:19:20
SN099,M049,24.0649,%,False,False,2024-11-07T05:56:45
SN088,M038,35.7457,°C,False,False,2024-09-23T02:20:40
SN013,M013,1.4304,bar,False,False,2024-01-20T16:46:46
SN064,M014,5.9906,mm/s,False,False,2024-01-30T21:36:54
SN014,M014,9.4593,bar,False,False,2024-05-18T19:51:55
SN028,M028,42.093,%,False,False,2024-01-29T22:56:12
SN067,M017,7.2742,bar,False,False,2024-10-14T11:16:58
SN046,M046,3177.6153,RPM,True,True,2024-04-23T00:55:26
SN028,M028,46.1581,%,False,False,2024-05-28T17:32:12
SN132,M032,3479.0872,RPM,True,True,2024-06-18T08:57:24
SN065,M015,4.08,A,False,False,2024-10-11T06:06:08
SN086,M036,32.5593,%,False,False,2024-09-18T19:10:24
SN051,M001,43.5575,%,False,False,2024-11-08T02:16:16
SN004,M004,40.6881,°C,False,False,2024-12-31T04:55:01
SN018,M018,20.477,A,False,False,2024-10-21T18:33:33
SN082,M032,4.7336,bar,False,False,2024-08-25T22:04:18
SN026,M026,34.5338,A,False,False,2024-08-01T03:13:35
SN044,M044,2006.0861,RPM,False,False,2024-03-10T00:05:21
SN078,M028,31.147,%,False,False,2024-11-12T07:07:49
SN150,M050,7.3316,mm/s,False,False,2024-02-09T20:42:42
SN073,M023,27.6876,A,False,False,2024-08-23T23:16:56
SN070,M020,827.0505,RPM,False,False,2024-04-20T09:20:36
SN002,M002,34.1741,%,False,False,2024-07-18T07:38:41
SN093,M043,18.8466,A,False,False,2024-08-12T04:19:35
SN149,M049,27.3506,°C,False,False,2024-11-27T22:34:26
SN044,M044,438.4333,RPM,False,False,2024-12-17T18:20:21
SN031,M031,38.9876,A,False,False,2024-01-12T20:32:53
SN028,M028,78.2969,%,False,False,2024-02-29T02:06:39
SN014,M014,5.3018,bar,False,False,2024-04-27T13:36:40
SN079,M029,2792.1241,RPM,False,False,2024-07-18T10:04:17
SN134,M034,17.2894,A,False,False,2024-04-25T10:59:24
SN140,M040,52.9546,°C,False,False,2024-06-28T22:44:43
SN048,M048,56.4414,°C,False,False,2024-04-06T00:56:14
SN099,M049,63.7556,%,False,False,2024-08-23T14:35:00
SN027,M027,14.8281,A,False,False,2024-04-16T01:34:33
SN148,M048,79.5302,%,False,False,2024-05-01T16:40:43
SN049,M049,34.1678,A,False,False,2024-08-05T09:12:54
SN007,M007,4.6728,A,False,False,2024-01-24T22:29:31
SN133,M033,6.5262,A,False,False,2024-02-09T17:53:14
SN092,M042,77.4974,%,False,False,2024-10-25T01:38:31
SN044,M044,672.0943,RPM,False,False,2024-03-12T01:58:13
SN140,M040,63.4524,°C,False,False,2024-01-05T19:17:43
SN033,M033,8.2824,mm/s,False,False,2024-10-12T08:36:34
SN065,M015,44.7768,A,False,False,2024-07-04T02:21:38
SN021,M021,2847.3553,RPM,False,False,2024-03-02T09:35:01
SN003,M003,892.434,RPM,False,False,2024-12-30T00:12:39
SN065,M015,25.5026,A,False,False,2024-06-20T06:31:27
SN011,M011,5.4046,mm/s,False,False,2024-01-12T12:14:40
SN080,M030,60.5497,%,False,False,2024-10-11T04:19:15
SN051,M001,61.5585,%,False,False,2024-09-13T18:02:14
SN138,M038,62.8943,°C,False,False,2024-12-15T10:28:27
SN110,M010,10.3735,mm/s,False,False,2024-04-27T10:25:21
SN014,M014,6.9568,bar,False,False,2024-12-13T20:26:15
SN128,M028,382.1666,RPM,False,False,2024-01-16T10:11:28
SN115,M015,2.0347,mm/s,False,False,2024-04-23T10:41:09
SN014,M014,12.1149,bar,True,True,2024-09-28T10:45:38
SN010,M010,44.2593,%,False,False,2024-01-29T08:48:22
SN005,M005,38.6828,A,False,False,2024-10-19T22:50:29
SN127,M027,1.6489,mm/s,False,False,2024-11-06T00:29:51
SN119,M019,2.1693,bar,False,False,2024-04-17T09:15:12
SN047,M047,3.2985,mm/s,False,False,2024-01-26T03:20:27
SN112,M012,1899.3154,RPM,False,False,2024-07-25T13:11:48
SN054,M004,5.1259,bar,False,False,2024-11-23T18:40:48
SN112,M012,2717.4821,RPM,False,False,2024-10-02T13:44:28
SN060,M010,3.6373,mm/s,False,False,2024-03-12T22:56:12
SN057,M007,4.9114,A,False,False,2024-08-02T02:47:10
SN044,M044,1457.1744,RPM,False,False,2024-03-15T01:40:46
SN098,M048,46.0867,A,False,False,2024-08-31T07:56:48
SN043,M043,5.2374,mm/s,False,False,2024-09-09T18:55:13
SN110,M010,5.4504,mm/s,False,False,2024-10-13T10:52:18
SN011,M011,7.4181,mm/s,False,False,2024-03-31T04:43:07
SN091,M041,47.739,°C,False,False,2024-09-09T14:31:42
SN060,M010,7.0018,mm/s,False,False,2024-05-22T14:41:55
SN149,M049,69.8526,°C,False,False,2024-10-08T17:50:49
SN110,M010,6.7621,mm/s,False,False,2024-09-18T22:26:33
SN021,M021,908.4332,RPM,False,False,2024-05-01T08:21:05
SN120,M020,3.9465,mm/s,False,False,2024-11-12T13:14:36
SN121,M021,2840.4813,RPM,False,False,2024-01-02T06:43:32
SN127,M027,0.0699,mm/s,False,False,2024-08-04T22:26:03
SN142,M042,2571.8018,RPM,False,False,2024-08-07T22:41:36
SN073,M023,28.9475,A,False,False,2024-11-03T17:24:39
SN103,M003,987.5338,RPM,False,False,2024-05-26T18:08:29
SN130,M030,10.9234,mm/s,False,False,2024-02-18T15:22:30
SN019,M019,44.3823,A,False,False,2024-11-11T07:08:43
SN084,M034,1021.4485,RPM,False,False,2024-08-25T05:53:00
SN066,M016,2108.5669,RPM,False,False,2024-04-17T22:15:10
SN044,M044,1056.7438,RPM,False,False,2024-05-09T06:01:20
SN087,M037,2328.8253,RPM,False,False,2024-11-16T04:35:46
SN049,M049,35.2686,A,False,False,2024-08-25T19:21:49
SN018,M018,4.5727,A,False,False,2024-06-09T13:49:28
SN054,M004,4.0123,bar,False,False,2024-12-23T13:43:22
SN026,M026,55.7233,A,True,True,2024-04-29T20:34:11
SN088,M038,33.9963,°C,False,False,2024-11-30T05:01:19
SN110,M010,8.6219,mm/s,False,False,2024-10-12T02:37:50
SN003,M003,955.2477,RPM,False,False,2024-01-12T19:42:26
SN065,M015,11.2742,A,False,False,2024-12-08T21:15:01
SN037,M037,12.3887,A,False,False,2024-06-12T00:54:17
SN125,M025,67.8009,°C,False,False,2024-06-30T00:34:14
SN011,M011,2.2654,mm/s,False,False,2024-11-16T19:25:45
SN045,M045,8.0171,bar,False,False,2024-02-13T12:15:33
SN036,M036,20.964,A,False,False,2024-12-10T09:58:32
SN135,M035,59.7209,°C,False,False,2024-08-09T10:40:29
SN059,M009,40.8842,A,False,False,2024-09-19T01:05:03
SN114,M014,75.7804,%,False,False,2024-05-04T08:04:56
SN036,M036,5.7002,A,False,False,2024-12-16T18:02:31
SN042,M042,39.2683,°C,False,False,2024-08-13T18:31:13
SN109,M009,76.1092,%,False,False,2024-12-12T02:05:57
SN056,M006,3.5994,bar,False,False,2024-11-22T17:08:11
SN053,M003,80.0225,°C,False,False,2024-12-14T14:50:59
SN005,M005,23.9338,A,False,False,2024-03-03T21:42:22
SN062,M012,1231.1566,RPM,False,False,2024-10-24T19:32:36
SN086,M036,58.086,%,False,False,2024-04-10T17:55:51
SN007,M007,60.3614,A,True,True,2024-07-25T19:41:56
SN025,M025,53.3305,RPM,False,False,2024-09-30T18:55:45
SN107,M007,2712.7299,RPM,False,False,2024-10-04T18:44:15
SN024,M024,43.5905,A,False,False,2024-02-20T02:15:59
SN018,M018,14.4662,A,False,False,2024-10-01T08:19:46
SN065,M015,52.0033,A,True,True,2024-01-18T16:28:28
SN035,M035,46.1945,A,False,False,2024-01-25T08:13:50
SN109,M009,50.8231,%,False,False,2024-06-22T01:26:01
SN050,M050,0.7322,mm/s,False,False,2024-08-08T12:57:02
SN147,M047,79.9168,%,False,False,2024-01-05T04:09:03
SN054,M004,9.1825,bar,False,False,2024-04-18T18:45:40
SN049,M049,31.5538,A,False,False,2024-04-09T08:20:53
SN055,M005,3.6077,bar,False,False,2024-02-20T08:58:41
SN027,M027,55.1541,A,True,True,2024-12-04T04:20:16
SN012,M012,838.5521,RPM,False,False,2024-06-02T10:34:58
SN001,M001,58.2121,°C,False,False,2024-02-12T22:10:07
SN052,M002,3.8579,bar,False,False,2024-05-09T16:42:53
SN117,M017,1.518,mm/s,False,False,2024-10-06T21:53:32
SN121,M021,2845.7435,RPM,False,False,2024-09-22T21:14:15
SN033,M033,6.8035,mm/s,False,False,2024-05-18T18:39:24
SN109,M009,85.207,%,False,False,2024-06-29T07:09:01
SN034,M034,5.1575,bar,False,False,2024-11-04T17:06:23
SN020,M020,38.035,A,False,False,2024-08-20T23:33:55
SN144,M044,53.6747,°C,False,False,2024-10-04T19:12:45
SN142,M042,2346.0385,RPM,False,False,2024-07-09T17:26:40
SN109,M009,48.686,%,False,False,2024-05-24T02:34:46
SN017,M017,5.4764,mm/s,False,False,2024-09-11T20:59:22
SN020,M020,10.1214,A,False,False,2024-07-27T13:37:13
SN022,M022,1635.2181,RPM,False,False,2024-08-26T17:38:38
SN117,M017,9.1186,mm/s,False,False,2024-01-17T04:51:22
SN072,M022,2.563,mm/s,False,False,2024-04-16T18:21:13
SN093,M043,12.0134,A,False,False,2024-05-12T15:46:49
SN129,M029,53.3923,%,False,False,2024-11-17T23:10:23
SN022,M022,2252.5424,RPM,False,False,2024-11-17T16:18:29
SN058,M008,5.5777,bar,False,False,2024-12-15T01:41:14
SN008,M008,2777.2699,RPM,False,False,2024-09-12T06:40:19
SN104,M004,34.5759,A,False,False,2024-01-16T13:17:38
SN064,M014,9.0671,mm/s,False,False,2024-05-15T02:03:58
SN125,M025,50.9824,°C,False,False,2024-08-28T17:06:28
SN050,M050,1.2089,mm/s,False,False,2024-07-28T10:56:53
SN084,M034,1115.1982,RPM,False,False,2024-02-24T10:50:37
SN009,M009,794.9439,RPM,False,False,2024-04-28T17:01:04
SN049,M049,27.7176,A,False,False,2024-06-23T00:12:21
SN021,M021,901.1704,RPM,False,False,2024-01-13T01:50:33
SN106,M006,3.6691,bar,False,False,2024-06-12T07:07:32
SN117,M017,14.9369,mm/s,True,True,2024-10-13T22:52:30
SN120,M020,0.8516,mm/s,False,False,2024-05-17T21:54:58
SN051,M001,63.0158,%,False,False,2024-03-13T04:49:11
SN015,M015,3.9441,bar,False,False,2024-09-22T00:48:57
SN090,M040,69.5024,%,False,False,2024-09-18T15:59:19
SN082,M032,8.9642,bar,False,False,2024-11-25T21:09:40
SN010,M010,81.5087,%,False,False,2024-07-19T10:51:12
SN106,M006,6.9376,bar,False,False,2024-07-14T11:25:35
SN135,M035,68.7515,°C,False,False,2024-12-26T01:27:54
SN043,M043,10.2314,mm/s,False,False,2024-02-22T14:14:43
SN028,M028,22.0491,%,False,False,2024-01-16T00:42:08
SN117,M017,7.7422,mm/s,False,False,2024-01-04T13:16:24
SN071,M021,3581.7067,RPM,True,True,2024-04-30T12:43:28
SN127,M027,0.7758,mm/s,False,False,2024-02-18T11:10:33
SN045,M045,1.898,bar,False,False,2024-06-21T06:35:14
SN094,M044,1531.6324,RPM,False,False,2024-01-07T01:37:38
SN072,M022,10.12,mm/s,False,False,2024-09-26T13:04:23
SN080,M030,46.78,%,False,False,2024-02-01T18:36:20
SN134,M034,45.1742,A,False,False,2024-02-27T20:10:25
SN111,M011,37.7599,°C,False,False,2024-11-15T21:40:45
SN128,M028,737.4694,RPM,False,False,2024-08-01T01:27:11
SN107,M007,327.6941,RPM,False,False,2024-01-07T02:04:13
SN031,M031,22.1446,A,False,False,2024-01-06T08:26:11
SN060,M010,3.7198,mm/s,False,False,2024-10-28T14:02:45
SN013,M013,6.6067,bar,False,False,2024-03-28T01:01:56
SN008,M008,383.6208,RPM,False,False,2024-11-22T06:22:08
SN097,M047,36.7022,A,False,False,2024-08-07T22:14:56
SN124,M024,12.1774,A,False,False,2024-11-11T01:43:45
SN016,M016,7.2856,mm/s,False,False,2024-01-23T03:43:00
SN067,M017,2.9344,bar,False,False,2024-02-09T06:19:40
SN119,M019,6.0558,bar,False,False,2024-10-14T15:41:46
SN129,M029,57.5587,%,False,False,2024-04-11T09:49:53
SN104,M004,7.6401,A,False,False,2024-06-30T09:50:13
SN006,M006,1503.0797,RPM,False,False,2024-02-10T21:18:01
SN050,M050,5.8329,mm/s,False,False,2024-10-25T04:27:00
SN074,M024,2.8211,mm/s,False,False,2024-11-12T03:41:49
SN068,M018,6.8594,bar,False,False,2024-11-12T17:51:20
SN096,M046,67.8189,°C,False,False,2024-03-05T11:42:30
SN119,M019,1.6857,bar,False,False,2024-11-13T05:52:10
SN122,M022,11.6722,A,False,False,2024-04-03T23:54:37
SN118,M018,8.3087,mm/s,False,False,2024-03-01T00:34:33
SN091,M041,68.9685,°C,False,False,2024-07-01T03:21:39
SN076,M026,102.5847,°C,True,True,2024-10-30T17:10:53
SN085,M035,1.574,mm/s,False,False,2024-02-05T11:59:56
SN040,M040,24.4371,°C,False,False,2024-05-10T16:56:23
SN067,M017,1.5649,bar,False,False,2024-08-17T20:39:09
SN007,M007,1.319,A,False,False,2024-01-05T11:56:10
SN126,M026,2100.4653,RPM,False,False,2024-09-09T06:51:10
SN150,M050,8.9383,mm/s,False,False,2024-05-19T23:55:29
SN033,M033,11.1466,mm/s,False,False,2024-04-30T02:48:36
SN068,M018,8.3492,bar,False,False,2024-10-31T13:02:52
SN113,M013,10.787,mm/s,False,False,2024-10-17T14:18:52
SN094,M044,1597.5337,RPM,False,False,2024-09-17T02:45:10
SN035,M035,20.16,A,False,False,2024-02-18T00:54:27
SN105,M005,6.8261,bar,False,False,2024-09-16T10:54:52
SN147,M047,40.3759,%,False,False,2024-10-12T06:34:44
SN037,M037,33.3344,A,False,False,2024-07-26T08:40:00
SN071,M021,938.9337,RPM,False,False,2024-03-22T10:07:07
SN113,M013,11.3631,mm/s,False,False,2024-05-03T00:08:26
SN138,M038,44.3897,°C,False,False,2024-02-19T10:04:42
SN095,M045,5.0572,A,False,False,2024-11-26T16:41:21
SN149,M049,59.9072,°C,False,False,2024-01-13T04:39:50
SN047,M047,1.5227,mm/s,False,False,2024-05-14T21:25:10
SN143,M043,10.9245,A,False,False,2024-05-15T01:51:04
SN131,M031,9.7971,A,False,False,2024-09-17T01:42:45
SN086,M036,31.2264,%,False,False,2024-07-20T02:54:46
SN008,M008,2639.2633,RPM,False,False,2024-07-11T13:32:20
SN081,M031,102.0894,%,True,True,2024-09-15T12:19:59
SN131,M031,32.591,A,False,False,2024-12-12T07:31:35
SN116,M016,43.6266,%,False,False,2024-11-02T04:04:18
SN076,M026,41.7563,°C,False,False,2024-04-18T22:26:16
SN122,M022,22.9151,A,False,False,2024-04-20T18:56:54
SN071,M021,753.9484,RPM,False,False,2024-08-16T02:02:14
SN063,M013,100.6418,%,True,True,2024-11-09T07:17:30
SN014,M014,10.22,bar,True,True,2024-08-08T16:56:25
SN137,M037,43.8866,A,False,False,2024-05-31T12:41:27
SN077,M027,5.9805,A,False,False,2024-10-15T01:17:24
SN118,M018,4.1611,mm/s,False,False,2024-03-21T17:42:01
SN128,M028,649.4293,RPM,False,False,2024-12-10T01:49:00
SN144,M044,59.5839,°C,False,False,2024-04-22T17:21:31
SN098,M048,52.1578,A,True,True,2024-02-17T02:26:36
SN006,M006,724.3665,RPM,False,False,2024-06-30T16:06:16
SN041,M041,35.3868,°C,False,False,2024-05-17T13:38:31
SN051,M001,22.8508,%,False,False,2024-10-20T11:19:06
SN112,M012,2376.5056,RPM,False,False,2024-08-26T15:31:14
SN057,M007,30.0311,A,False,False,2024-04-08T04:56:26
SN120,M020,13.7957,mm/s,True,True,2024-06-03T05:36:09
SN035,M035,44.5586,A,False,False,2024-11-04T08:44:31
SN027,M027,14.0908,A,False,False,2024-02-18T07:15:38
SN101,M001,33.2196,°C,False,False,2024-05-24T08:48:08
SN016,M016,2.635,mm/s,False,False,2024-09-21T05:45:50
SN150,M050,7.6834,mm/s,False,False,2024-08-20T00:58:46
SN131,M031,12.2862,A,False,False,2024-04-13T20:41:55
SN040,M040,54.8223,°C,False,False,2024-03-01T07:26:45
SN063,M013,71.5065,%,False,False,2024-07-12T22:31:00
SN068,M018,7.1702,bar,False,False,2024-05-10T12:53:45
SN079,M029,2133.1016,RPM,False,False,2024-05-17T14:43:38
SN091,M041,64.5325,°C,False,False,2024-12-06T03:28:54
SN030,M030,8.2666,mm/s,False,False,2024-10-08T19:31:40
SN028,M028,77.2524,%,False,False,2024-09-21T11:52:59
SN037,M037,5.0573,A,False,False,2024-03-29T18:32:11
SN034,M034,8.9201,bar,False,False,2024-04-18T16:28:50
SN007,M007,28.4858,A,False,False,2024-03-22T00:55:54
SN101,M001,75.5392,°C,False,False,2024-07-03T18:44:58
SN100,M050,4.6587,mm/s,False,False,2024-11-12T18:53:13
SN070,M020,2184.3698,RPM,False,False,2024-04-17T11:42:37
SN011,M011,10.5224,mm/s,False,False,2024-05-10T15:04:08
SN094,M044,465.6061,RPM,False,False,2024-05-26T17:06:02
SN060,M010,10.9098,mm/s,False,False,2024-01-07T04:16:31
SN090,M040,94.6122,%,True,True,2024-12-03T15:50:58
SN034,M034,6.1264,bar,False,False,2024-01-15T16:53:26
SN123,M023,13.8678,A,False,False,2024-09-04T03:57:57
SN087,M037,483.6682,RPM,False,False,2024-12-27T23:25:45
SN135,M035,77.5529,°C,False,False,2024-06-20T19:01:56
SN108,M008,9.0583,mm/s,False,False,2024-03-11T21:35:10
SN053,M003,39.3395,°C,False,False,2024-04-12T21:55:49
SN056,M006,2.9485,bar,False,False,2024-09-05T01:35:31
SN117,M017,8.9779,mm/s,False,False,2024-10-04T20:29:31
SN113,M013,2.4618,mm/s,False,False,2024-06-11T10:11:30
SN149,M049,70.111,°C,False,False,2024-05-13T20:57:14
SN031,M031,52.5865,A,True,True,2024-01-01T13:11:25
SN126,M026,470.632,RPM,False,False,2024-04-09T23:41:53
SN050,M050,7.1437,mm/s,False,False,2024-09-27T15:39:18
SN134,M034,41.6674,A,False,False,2024-09-15T20:04:16
SN098,M048,44.0061,A,False,False,2024-05-13T07:28:24
SN056,M006,1.5804,bar,False,False,2024-12-16T12:52:41
SN092,M042,27.2966,%,False,False,2024-01-11T05:33:30
SN092,M042,56.7006,%,False,False,2024-08-05T06:17:11
SN050,M050,5.1662,mm/s,False,False,2024-01-12T18:36:50
SN146,M046,23.3889,%,False,False,2024-08-29T19:57:17
SN054,M004,4.9701,bar,False,False,2024-11-26T02:29:25
SN059,M009,6.1835,A,False,False,2024-07-03T23:45:24
SN050,M050,3.1368,mm/s,False,False,2024-02-03T06:10:32
SN080,M030,23.3845,%,False,False,2024-10-24T22:45:29
SN041,M041,47.5725,°C,False,False,2024-12-20T08:38:25
SN096,M046,70.3895,°C,False,False,2024-09-27T13:55:06
SN007,M007,19.5688,A,False,False,2024-10-05T03:17:53
SN005,M005,51.6761,A,True,True,2024-02-28T13:01:46
SN045,M045,11.707,bar,True,True,2024-07-04T11:27:10
SN022,M022,2689.737,RPM,False,False,2024-02-17T02:01:33
SN134,M034,35.7478,A,False,False,2024-04-18T11:02:48
SN089,M039,6.0678,bar,False,False,2024-09-06T18:52:35
SN083,M033,8.8057,mm/s,False,False,2024-02-21T00:46:56
SN061,M011,73.2423,%,False,False,2024-11-10T20:11:17
SN133,M033,44.9386,A,False,False,2024-02-14T15:45:50
SN118,M018,9.001,mm/s,False,False,2024-01-12T11:28:58
SN051,M001,20.9013,%,False,False,2024-12-29T11:39:18
SN142,M042,161.5583,RPM,False,False,2024-06-17T12:41:44
SN001,M001,37.1928,°C,False,False,2024-01-27T00:50:08
SN120,M020,1.93,mm/s,False,False,2024-11-04T20:41:19
SN072,M022,2.5198,mm/s,False,False,2024-01-10T07:52:14
SN013,M013,6.3148,bar,False,False,2024-06-13T08:28:51
SN127,M027,5.8787,mm/s,False,False,2024-10-30T10:53:48
